,0,1,2,3,4,5,6,7,8,9
0,370.89330177319073,374.93878713172563,373.60153372109346,384.0963651194668,375.5291284904906,371.30841933555155,373.358067489651,368.50668990569613,378.27416084833817,373.6189661957605
1,463.58553347421093,469.5030975159153,479.68068416688857,473.3943679434599,461.581824771391,464.7228998683599,479.2301287500691,465.6004486655014,458.7658895614316,466.6170101396271
2,519.1420797461186,519.1420797461186,519.1420797461185,519.9392094106231,519.1420797461185,519.1420797461185,518.499313410566,519.2964430750706,519.1420797461185,518.499313410566
3,519.1619609719462,519.1420797461185,519.9392094106231,520.1624060008504,519.1420797461185,518.499313410566,519.9096651200775,519.1420797461186,518.499313410566,519.2964430750706
4,599.2367698458637,619.3900612185907,635.2088221358823,622.8289557784835,621.1584024776589,624.0016864384904,598.0597555278422,603.8900394522934,628.0990261284878,604.3289090332657
5,616.2749295600361,590.4778371582491,564.7513892514177,595.1377066545973,599.1028208557954,601.1519268767809,605.4393961320462,603.7986749515258,585.2344467706445,611.0425290071861
