,0,1,2,3,4,5,6,7,8,9
0,360.44033351333076,363.52190155624766,367.85499028396083,362.7790476264877,373.68473209436536,367.1551848275845,363.6772532074931,361.642737911568,370.70250625797206,362.8804721718437
1,469.7404223003536,470.83314483916934,474.43912519260493,464.23192459629223,465.81556489778455,471.95442742281506,471.6507176807401,464.1741092436002,462.0871923907788,460.7264984400915
2,518.499313410566,519.2964430750706,518.499313410566,519.1420797461185,518.499313410566,519.1420797461185,519.1420797461185,519.1420797461185,518.499313410566,518.499313410566
3,518.499313410566,518.499313410566,518.499313410566,519.1420797461185,518.499313410566,519.9392094106231,518.499313410566,518.499313410566,518.499313410566,518.499313410566
4,636.4203128532987,613.4816726007809,629.8628170992492,604.9623748938226,616.9409621339305,597.7103687840561,589.785074015376,600.3399854971616,631.4686980246188,616.1981266183824
5,597.0390875753517,598.7529728221493,593.5527849013608,589.6129232849038,594.4699586113567,597.4237051065082,593.5429406302073,592.7675510283667,599.3363673560846,584.1466890488919
